Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Le Châble VS;1934;0;Val de Bagnes;6037;VS;7.2146455;46.0794055;fr
Bruson;1934;1;Val de Bagnes;6037;VS;7.2184266;46.0659085;fr
Verbier;1936;0;Val de Bagnes;6037;VS;7.2195557;46.0940756;fr
Versegères;1947;0;Val de Bagnes;6037;VS;7.2339276;46.0658266;fr
Champsec;1947;5;Val de Bagnes;6037;VS;7.2437552;46.0561462;fr
Lourtier;1948;0;Val de Bagnes;6037;VS;7.2635626;46.0523848;fr
Fionnay;1948;1;Val de Bagnes;6037;VS;7.3095406;46.0323031;fr
Sarreyer;1948;2;Val de Bagnes;6037;VS;7.2498815;46.0618961;fr
Bourg-St-Pierre;1946;0;Bourg-Saint-Pierre;6032;VS;7.2125544;45.9496198;fr
Liddes;1945;0;Liddes;6033;VS;7.1847411;45.9910645;fr
Fontaine Dessus (Liddes);1945;2;Liddes;6033;VS;7.1740340;46.0057313;fr
Fontaine Dessous (Liddes);1945;3;Liddes;6033;VS;7.1679934;46.0099694;fr
Dranse (Liddes);1945;4;Liddes;6033;VS;7.1804936;45.9897551;fr
Chandonne (Liddes);1945;5;Liddes;6033;VS;7.1797241;46.0052134;fr
Rive Haute (Liddes);1945;6;Liddes;6033;VS;7.1711319;46.0066951;fr
Fornex (Liddes);1945;7;Liddes;6033;VS;7.1630969;46.0089020;fr
Les Moulins VS (Liddes);1945;8;Liddes;6033;VS;7.1680719;46.0043390;fr
Vichères (Liddes);1945;9;Liddes;6033;VS;7.1665875;45.9964879;fr
Palasuit (Liddes);1945;10;Liddes;6033;VS;7.1924986;45.9827128;fr
Chez Petit (Liddes);1945;11;Liddes;6033;VS;7.1781383;45.9875283;fr
Petit Vichères (Liddes);1945;12;Liddes;6033;VS;7.1622700;45.9908035;fr
Orsières;1937;0;Orsières;6034;VS;7.1462104;46.0310925;fr
Champex-Lac;1938;0;Orsières;6034;VS;7.1191482;46.0266751;fr
Praz-de-Fort;1943;0;Orsières;6034;VS;7.1254812;45.9900139;fr
La Fouly VS;1944;0;Orsières;6034;VS;7.0974462;45.9319961;fr
Sembrancher;1933;0;Sembrancher;6035;VS;7.1505448;46.0782179;fr
Chamoille (Sembrancher);1933;3;Sembrancher;6035;VS;7.1525479;46.0609616;fr
La Garde (Sembrancher);1933;4;Sembrancher;6035;VS;7.1464752;46.0651575;fr
Chemin;1927;0;Val de Bagnes;6037;VS;7.0972387;46.0897303;fr
Vens (Sembrancher);1933;2;Val de Bagnes;6037;VS;7.1262790;46.0884183;fr
Vollèges;1941;0;Val de Bagnes;6037;VS;7.1687972;46.0873728;fr
Cries (Vollèges);1941;2;Val de Bagnes;6037;VS;7.1770521;46.0913854;fr
Levron;1942;0;Val de Bagnes;6037;VS;7.1620361;46.0979785;fr
Bellwald;3997;0;Bellwald;6052;VS;8.1601118;46.4236389;de
Binn;3996;0;Binn;6054;VS;8.1836731;46.3651908;de
Ernen;3995;0;Ernen;6056;VS;8.1439710;46.3988629;de
Ausserbinn;3995;2;Ernen;6056;VS;8.1492065;46.3822572;de
Mühlebach (Goms);3995;3;Ernen;6056;VS;8.1609314;46.4091077;de
Mühlebach (Goms);3995;3;Ernen;6056;VS;8.2387188;46.4070319;de
Steinhaus;3995;4;Ernen;6056;VS;8.2382625;46.4133605;de
Steinhaus;3995;4;Ernen;6056;VS;8.1786124;46.4211010;de
Fiesch;3984;0;Fiesch;6057;VS;8.1340803;46.4036846;de
Jungfraujoch;3801;33;Fieschertal;6058;VS;7.9833477;46.5474225;de
Fieschertal;3984;2;Fieschertal;6058;VS;8.1431285;46.4244281;de
Lax;3994;0;Lax;6061;VS;8.1173820;46.3895800;de
Ulrichen;3988;0;Obergoms;6076;VS;8.3034662;46.5066716;de
Obergesteln;3988;2;Obergoms;6076;VS;8.3246039;46.5148238;de
Oberwald;3999;0;Obergoms;6076;VS;8.3484462;46.5345827;de
Münster VS;3985;0;Goms;6077;VS;8.2663463;46.4893884;de
Geschinen;3985;2;Goms;6077;VS;8.2828040;46.4956818;de
Biel VS;3989;0;Goms;6077;VS;8.2170766;46.4557839;de
Ritzingen;3989;2;Goms;6077;VS;8.2251765;46.4580723;de
Selkingen;3989;3;Goms;6077;VS;8.2136293;46.4542596;de
Niederwald;3989;4;Goms;6077;VS;8.1880781;46.4362182;de
Blitzingen;3989;5;Goms;6077;VS;8.2022343;46.4413890;de
Reckingen VS;3998;0;Goms;6077;VS;8.2433890;46.4724521;de
Gluringen;3998;1;Goms;6077;VS;8.2312027;46.4661848;de
Fortunau (Ayent);1966;2;Ayent;6082;VS;7.4159525;46.2853217;fr
Luc (Ayent);1966;3;Ayent;6082;VS;7.4180827;46.2828015;fr
St-Romain (Ayent);1966;4;Ayent;6082;VS;7.4128132;46.2826226;fr
Saxonne (Ayent);1966;5;Ayent;6082;VS;7.4069140;46.2802318;fr
Villa (Ayent);1966;6;Ayent;6082;VS;7.4165229;46.2763772;fr
La Place (Ayent);1966;7;Ayent;6082;VS;7.4123514;46.2739789;fr
Botyre (Ayent);1966;8;Ayent;6082;VS;7.4045329;46.2763041;fr
Blignou (Ayent);1966;9;Ayent;6082;VS;7.3987276;46.2721096;fr
Argnou (Ayent);1966;10;Ayent;6082;VS;7.3995688;46.2629172;fr
Signèse (Ayent);1966;11;Ayent;6082;VS;7.4011097;46.2574585;fr
Anzère;1972;0;Ayent;6082;VS;7.3966079;46.2961834;fr
Evolène;1983;0;Evolène;6083;VS;7.4959924;46.1130568;fr
Lanna;1983;2;Evolène;6083;VS;7.4785689;46.1208856;fr
Les Haudères;1984;0;Evolène;6083;VS;7.5086618;46.0844240;fr
La Tour VS;1984;1;Evolène;6083;VS;7.5057176;46.0979463;fr
La Sage;1985;0;Evolène;6083;VS;7.5144296;46.0988348;fr
La Forclaz VS;1985;1;Evolène;6083;VS;7.5175454;46.0859717;fr
Villa (Evolène);1985;2;Evolène;6083;VS;7.5124243;46.1063594;fr
Arolla;1986;0;Evolène;6083;VS;7.4832314;46.0248279;fr
Euseigne;1982;0;Hérémence;6084;VS;7.4223134;46.1716409;fr
Hérémence;1987;0;Hérémence;6084;VS;7.4045235;46.1805381;fr
St-Martin VS;1969;0;Saint-Martin (VS);6087;VS;7.4444062;46.1744105;fr
Liez (St-Martin);1969;2;Saint-Martin (VS);6087;VS;7.4509510;46.1614811;fr
Trogne (St-Martin);1969;3;Saint-Martin (VS);6087;VS;7.4538436;46.1683637;fr
Suen (St-Martin);1969;4;Saint-Martin (VS);6087;VS;7.4399382;46.1817822;fr
Eison (St-Martin);1969;5;Saint-Martin (VS);6087;VS;7.4667557;46.1535194;fr
Vex;1981;0;Vex;6089;VS;7.3973569;46.2118412;fr
Thyon;1988;1;Vex;6089;VS;7.3731692;46.1814882;fr
Les Collons;1988;2;Vex;6089;VS;7.3861780;46.1851397;fr
Les Mayens-de-Sion;1992;1;Vex;6089;VS;7.3811970;46.2020313;fr
Vernamiège;1961;0;Mont-Noble;6090;VS;7.4379643;46.2101597;fr
Mase;1968;0;Mont-Noble;6090;VS;7.4365042;46.1952168;fr
Nax;1973;0;Mont-Noble;6090;VS;7.4278188;46.2285016;fr
Agarn;3951;0;Agarn;6101;VS;7.6633137;46.2966633;de
Albinen;3955;0;Albinen;6102;VS;7.6333487;46.3403791;de
Ergisch;3947;0;Ergisch;6104;VS;7.7130699;46.2909755;de
Inden;3953;1;Inden;6109;VS;7.6186115;46.3438452;de
Susten;3952;0;Leuk;6110;VS;7.6430673;46.3083317;de
Leuk Stadt;3953;0;Leuk;6110;VS;7.6350815;46.3173691;de
Erschmatt;3957;0;Leuk;6110;VS;7.6926622;46.3215367;de
Leukerbad;3954;0;Leukerbad;6111;VS;7.6292608;46.3793872;de
Oberems;3948;1;Oberems;6112;VS;7.6899185;46.2813117;de
Salgesch;3970;0;Salgesch;6113;VS;7.5707814;46.3117314;de
Varen;3953;2;Varen;6116;VS;7.6073090;46.3165269;de
Guttet-Feschel;3956;0;Guttet-Feschel;6117;VS;7.6726456;46.3269062;de
Gampel;3945;0;Gampel-Bratsch;6118;VS;7.7417131;46.3157300;de
Niedergampel;3945;1;Gampel-Bratsch;6118;VS;7.7141123;46.3122135;de
Bratsch;3957;2;Gampel-Bratsch;6118;VS;7.7089973;46.3200453;de
Turtmann;3946;0;Turtmann-Unterems;6119;VS;7.7028598;46.3012161;de
Gruben;3946;2;Turtmann-Unterems;6119;VS;7.7059111;46.2107456;de
Unterems;3948;0;Turtmann-Unterems;6119;VS;7.6966908;46.2920171;de
Bovernier;1932;0;Bovernier;6131;VS;7.0874128;46.0799627;fr
Les Valettes (Bovernier);1932;2;Bovernier;6131;VS;7.0745741;46.0756513;fr
Charrat;1906;0;Martigny;6136;VS;7.1298016;46.1234859;fr
Fully;1926;0;Fully;6133;VS;7.1137036;46.1382216;fr
Isérables;1914;0;Isérables;6134;VS;7.2450924;46.1614978;fr
Ovronnaz;1911;0;Leytron;6135;VS;7.1721865;46.1993991;fr
Leytron;1912;0;Leytron;6135;VS;7.2146604;46.1878628;fr
Produit (Leytron);1912;2;Leytron;6135;VS;7.1947498;46.1865413;fr
Montagnon (Leytron);1912;3;Leytron;6135;VS;7.1929062;46.1903300;fr
Dugny (Leytron);1912;4;Leytron;6135;VS;7.1829263;46.1893271;fr
Martigny;1920;0;Martigny;6136;VS;7.0737607;46.1006186;fr
Martigny-Croix;1921;0;Martigny-Combe;6137;VS;7.0539638;46.0865616;fr
Ravoire;1928;0;Martigny-Combe;6137;VS;7.0460080;46.0971610;fr
Riddes;1908;0;Riddes;6139;VS;7.2203974;46.1686645;fr
Auddes-sur-Riddes;1914;2;Riddes;6139;VS;7.2440824;46.1544213;fr
La Tzoumaz;1918;0;Riddes;6139;VS;7.2355810;46.1442507;fr
Saillon;1913;0;Saillon;6140;VS;7.1217840;46.1903397;fr
Saillon;1913;0;Saillon;6140;VS;7.1847420;46.1713790;fr
Saxon;1907;0;Saxon;6141;VS;7.1807567;46.1453359;fr
Trient;1929;0;Trient;6142;VS;6.9947493;46.0560054;fr
Champéry;1874;0;Champéry;6151;VS;6.8702652;46.1782861;fr
Collombey;1868;0;Collombey-Muraz;6152;VS;6.9342852;46.2531498;fr
Collombey;1868;0;Collombey-Muraz;6152;VS;6.9463572;46.2679898;fr
Muraz (Collombey);1893;0;Collombey-Muraz;6152;VS;6.9257641;46.2802021;fr
Monthey;1870;0;Monthey;6153;VS;6.8152223;46.2070435;fr
Monthey;1870;0;Monthey;6153;VS;6.9469963;46.2526966;fr
Choëx;1871;0;Monthey;6153;VS;6.9609925;46.2435869;fr
Les Giettes;1871;2;Monthey;6153;VS;6.9623745;46.2249722;fr
Bouveret;1897;0;Port-Valais;6154;VS;6.8511893;46.3847379;fr
Les Evouettes;1897;3;Port-Valais;6154;VS;6.8769939;46.3624778;fr
St-Gingolph;1898;0;Saint-Gingolph;6155;VS;6.8040150;46.3925959;fr
Troistorrents;1872;0;Troistorrents;6156;VS;6.9190148;46.2297602;fr
Morgins;1875;0;Troistorrents;6156;VS;6.8574784;46.2372259;fr
Val-d'Illiez;1873;0;Val-d'Illiez;6157;VS;6.8930948;46.2044499;fr
Champoussin;1873;2;Val-d'Illiez;6157;VS;6.8641852;46.2093076;fr
Les Crosets;1873;3;Val-d'Illiez;6157;VS;6.8393154;46.1855420;fr
Vionnaz;1895;0;Vionnaz;6158;VS;6.8996495;46.3089812;fr
Torgon;1899;0;Vionnaz;6158;VS;6.8764319;46.3197622;fr
Vouvry;1896;0;Vouvry;6159;VS;6.8860232;46.3354291;fr
Miex;1896;2;Vouvry;6159;VS;6.8636568;46.3384555;fr
Bister;3983;2;Bister;6172;VS;8.0661060;46.3618785;de
Bitsch;3982;0;Bitsch;6173;VS;8.0172370;46.3360033;de
Grengiols;3993;0;Grengiols;6177;VS;8.0934907;46.3717830;de
Goppisberg;3983;4;Riederalp;6181;VS;8.0505290;46.3715234;de
Greich;3983;5;Riederalp;6181;VS;8.0394186;46.3664565;de
Ried-Mörel;3986;0;Riederalp;6181;VS;8.0333684;46.3565934;de
Riederalp;3987;0;Riederalp;6181;VS;8.0277228;46.3775724;de
Ausserberg;3938;0;Ausserberg;6191;VS;7.8511002;46.3143351;de
Blatten (Lötschen);3919;0;Blatten;6192;VS;7.8193809;46.4204402;de
Bürchen;3935;0;Bürchen;6193;VS;7.8164280;46.2822982;de
Eischoll;3943;0;Eischoll;6194;VS;7.7792645;46.2947819;de
